ruta_completa,tema_principal,subcarpeta_1,subcarpeta_2,subcarpeta_3,subcarpeta_4,subcarpeta_5,nombre_archivo,escenario,periodo,escala,sector,sub_sector,componente,tipo,atributo,diferenciador
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,Holdridge_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,INDICADOR,Holdridge,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,Holdridge_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,INDICADOR,Holdridge,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,Holdridge_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,INDICADOR,Holdridge,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,Holdridge_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,INDICADOR,Holdridge,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Alto Andino Hum\Rie_BosAltAndHum_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Alto Andino Hum,,,Rie_BosAltAndHum_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,RIESGO,Bosque Alto Andino Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Alto Andino Hum\Rie_BosAltAndHum_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Alto Andino Hum,,,Rie_BosAltAndHum_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,RIESGO,Bosque Alto Andino Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Alto Andino Hum\Rie_BosAltAndHum_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Alto Andino Hum,,,Rie_BosAltAndHum_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,RIESGO,Bosque Alto Andino Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Alto Andino Hum\Rie_BosAltAndHum_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Alto Andino Hum,,,Rie_BosAltAndHum_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,RIESGO,Bosque Alto Andino Hum,
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Bajo Hum\Rie_BosAndBajHum_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Bajo Hum,,,Rie_BosAndBajHum_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,RIESGO,Bosque Andino Bajo Humedo,
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Bajo Hum\Rie_BosAndBajHum_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Bajo Hum,,,Rie_BosAndBajHum_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,RIESGO,Bosque Andino Bajo Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Bajo Hum\Rie_BosAndBajHum_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Bajo Hum,,,Rie_BosAndBajHum_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,RIESGO,Bosque Andino Bajo Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Bajo Hum\Rie_BosAndBajHum_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Bajo Hum,,,Rie_BosAndBajHum_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,RIESGO,Bosque Andino Bajo Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Lluvioso\Rie_BosAndLluv_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Lluvioso,,,Rie_BosAndLluv_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,RIESGO,Bosque Andino Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Lluvioso\Rie_BosAndLluv_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Lluvioso,,,Rie_BosAndLluv_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,RIESGO,Bosque Andino Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Lluvioso\Rie_BosAndLluv_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Lluvioso,,,Rie_BosAndLluv_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,RIESGO,Bosque Andino Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Lluvioso\Rie_BosAndLluv_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Lluvioso,,,Rie_BosAndLluv_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,RIESGO,Bosque Andino Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Páramo Lluvioso\Rie_ParLluv_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Páramo Lluvioso,,,Rie_ParLluv_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,RIESGO,Páramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Páramo Lluvioso\Rie_ParLluv_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Páramo Lluvioso,,,Rie_ParLluv_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,RIESGO,Páramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Páramo Lluvioso\Rie_ParLluv_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Páramo Lluvioso,,,Rie_ParLluv_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,RIESGO,Páramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Páramo Lluvioso\Rie_ParLluv_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Páramo Lluvioso,,,Rie_ParLluv_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,RIESGO,Páramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Subpáramo Lluvioso\Rie_SubParLluv_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Subpáramo Lluvioso,,,Rie_SubParLluv_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,RIESGO,Subpáramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Subpáramo Lluvioso\Rie_SubParLluv_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Subpáramo Lluvioso,,,Rie_SubParLluv_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,RIESGO,Subpáramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Subpáramo Lluvioso\Rie_SubParLluv_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,RIESGO,Subpáramo Lluvioso,,,Rie_SubParLluv_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,RIESGO,Subpáramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Subpáramo Lluvioso\Rie_SubParLluv_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,RIESGO,Subpáramo Lluvioso,,,Rie_SubParLluv_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,RIESGO,Subpáramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\VULNERABILIDAD\CapacidadAdaptativa_Municipios_Ecosistemas.jpg,Biotico,Salidas_graficas_bio,VULNERABILIDAD,,,,CapacidadAdaptativa_Municipios_Ecosistemas.jpg,REFERENCIA,1990-2021,Territorial,,,Biotico,CAPACIDAD_ADAPTATIVA,Municipios_Ecosistemas,
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\VULNERABILIDAD\Sensibilidad_Municipios_Ecosistemas.jpg,Biotico,Salidas_graficas_bio,VULNERABILIDAD,,,,Sensibilidad_Municipios_Ecosistemas.jpg,REFERENCIA,1990-2021,Territorial,,,Biotico,SENSIBILIDAD,Municipios Ecosistemas,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\VULNERABILIDAD\Vulnerabilidad_Municipios_Ecosistemas.jpg,Biotico,Salidas_graficas_bio,VULNERABILIDAD,,,,Vulnerabilidad_Municipios_Ecosistemas.jpg,REFERENCIA,1990-2021,Territorial,,,Biotico,VULNERABILIDAD,Municipios Ecosistemas,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\Capacidad adaptativa.jpg,Infraestructura,Salidas_graficas,,,,,Capacidad adaptativa.jpg,REFERENCIA,1990-2021,Territorial,,,Infraestructura,CAPACIDAD_ADAPTATIVA,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\Sensibilidad.jpg,Infraestructura,Salidas_graficas,,,,,Sensibilidad.jpg,REFERENCIA,1990-2021,Territorial,,,Infraestructura,SENSIBILIDAD,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\Vulnerabilidad.jpg,Infraestructura,Salidas_graficas,,,,,Vulnerabilidad.jpg,REFERENCIA,1990-2021,Territorial,,,Infraestructura,VULNERABILIDAD,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_245_2021_2040.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_245_2021_2040.jpg,SSP245,2021-2040,Sectorial,ELEC,GENER,Infraestructura,RIESGO,Inundación,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_245_2041_2060.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_245_2041_2060.jpg,SSP245,2041-2060,Sectorial,Energía,Generación,Infraestructura,RIESGO,Inundación,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_245_2061_2080.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_245_2061_2080.jpg,SSP245,2061-2080,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Inundación,
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_245_2081_2100.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_245_2081_2100.jpg,SSP245,2081-2100,Sectorial,ELEC,GENER,Infraestructura,RIESGO,Inundación,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_370_2021_2040.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_370_2021_2040.jpg,SSP370,2021-2040,Sectorial,Energía,Generación,Infraestructura,RIESGO,Inundación,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_370_2041_2060.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_370_2041_2060.jpg,SSP370,2041-2060,Sectorial,Energía,Generación,Infraestructura,RIESGO,Inundación,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_370_2061_2080.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_370_2061_2080.jpg,SSP370,2061-2080,Sectorial,ELEC,GENER,Infraestructura,RIESGO,Inundación,
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_370_2081_2100.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_370_2081_2100.jpg,SSP370,2081-2100,Sectorial,ELEC,GENER,Infraestructura,RIESGO,Inundación,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_Riesgo_245_2021_2040.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_Riesgo_245_2021_2040.jpg,SSP245,2021-2040,Sectorial,Energía,Generación,Infraestructura,RIESGO,Inundación,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_Riesgo_245_2041_2060.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_Riesgo_245_2041_2060.jpg,SSP245,2041-2060,Sectorial,Energía,Generación,Infraestructura,RIESGO,Inundación,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_Riesgo_245_2061_2080.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_Riesgo_245_2061_2080.jpg,SSP245,2061-2080,Sectorial,Energía,Generación,Infraestructura,RIESGO,Inundación,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_Riesgo_245_2081_2100.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_Riesgo_245_2081_2100.jpg,SSP245,2081-2100,Sectorial,ELEC,GENER,Infraestructura,RIESGO,Inundación,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_Riesgo_370_2021_2040.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_Riesgo_370_2021_2040.jpg,SSP370,2021-2040,Sectorial,Energía,Generación,Infraestructura,RIESGO,Inundación,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_Riesgo_370_2041_2060.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_Riesgo_370_2041_2060.jpg,SSP370,2041-2060,Sectorial,ELEC,GENER,Infraestructura,RIESGO,Inundación,
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_Riesgo_370_2061_2080.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_Riesgo_370_2061_2080.jpg,SSP370,2061-2080,Sectorial,Energía,Generación,Infraestructura,RIESGO,Inundación,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\Sector_Elec_Gen_Inun_Riesgo_370_2081_2100.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,Sector_Elec_Gen_Inun_Riesgo_370_2081_2100.jpg,SSP370,2081-2100,Sectorial,ELEC,GENER,Infraestructura,RIESGO,Inundación,Salidas_graficas_3
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_245_2021.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_245_2021.jpg,SSP245,2021-2040,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_245_2041.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_245_2041.jpg,SSP245,2041-2060,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_245_2061.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_245_2061.jpg,SSP245,2061-2080,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_245_2081.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_245_2081.jpg,SSP245,2081-2100,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_370_2021.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_370_2021.jpg,SSP370,2021-2040,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_370_2041.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_370_2041.jpg,SSP370,2041-2060,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_370_2061.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_370_2061.jpg,SSP370,2061-2080,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Deslizamiento,
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_370_2081.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_AMEN_370_2081.jpg,SSP370,2081-2100,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_245_2021.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_245_2021.jpg,SSP245,2021-2040,Sectorial,Energía,Generación,Infraestructura,RIESGO,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_245_2041.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_245_2041.jpg,SSP245,2041-2060,Sectorial,Energía,Generación,Infraestructura,RIESGO,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_245_2061.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_245_2061.jpg,SSP245,2061-2080,Sectorial,Energía,Generación,Infraestructura,RIESGO,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_245_2081.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_245_2081.jpg,SSP245,2081-2100,Sectorial,Energía,Generación,Infraestructura,RIESGO,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_370_2021.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_370_2021.jpg,SSP370,2021-2040,Sectorial,Energía,Generación,Infraestructura,RIESGO,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_370_2041.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_370_2041.jpg,SSP370,2041-2060,Sectorial,Energía,Generación,Infraestructura,RIESGO,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_370_2061.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_370_2061.jpg,SSP370,2061-2080,Sectorial,Energía,Generación,Infraestructura,RIESGO,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_370_2081.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_DESLIZ_RIESGO_370_2081.jpg,SSP370,2081-2100,Sectorial,Energía,Generación,Infraestructura,RIESGO,Deslizamiento,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_245_2021.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_245_2021.jpg,SSP245,2021-2040,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Incendio,
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_245_2041.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_245_2041.jpg,SSP245,2041-2060,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Incendios,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_245_2061.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_245_2061.jpg,SSP245,2061-2080,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Incendio,
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_245_2081.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_245_2081.jpg,SSP245,2081-2100,Sectorial,Energía,Generación,Infraestructura,AMENAZA,Incendios,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_370_2021.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_370_2021.jpg,SSP370,2021-2040,Sectorial,ELEC,GENER,Infraestructura,AMENAZA,Incendio,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_370_2041.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_370_2041.jpg,SSP370,2041-2060,Sectorial,ELEC,GENER,Infraestructura,AMENAZA,INCENDIO,
d:\app-img-01\Analisis_territorial\Infraestructura\Salidas_graficas\SEC_ELEC_GENER\SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_370_2061.jpg,Infraestructura,Salidas_graficas,SEC_ELEC_GENER,,,,SEC_ELEC_GENERACIONxSucep_INCEN_AMENAZA_370_2061.jpg,SSP370,2061-2080,Sectorial,ELEC,GENER,Infraestructura,AMENAZA,INCENDIO,Salidas_graficas_1
